CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,EC1,EC2,EC3,EC4,EC5,EC6
C12126,11.08417562,-0.606659029,11.08417562,0.040244018,0.345512205,328.517,290.213,328.2851691,137,1,0,1,0,0,0
C12145,11.10921341,-1.083510881,11.10921341,0.073459686,0.304378067,344.516,306.212,344.2800837,143,1,0,1,0,0,0
C12203,12.70504602,-5.599324912,12.70504602,0.010212443,0.026868238,959.711,915.359,959.1574677,344,1,1,0,0,0,0
C12204,10.05457365,-0.309487906,10.05457365,0.162545352,0.432326553,194.186,184.106,194.0579088,74,1,1,0,0,0,0
C12205,9.298935894,-0.283658825,9.298935894,0.079410903,0.633248945,196.202,184.106,196.0735589,76,1,1,0,0,0,0
C12213,10.39985654,-4.689671477,10.39985654,0.649876543,0.287306051,259.151,245.039,259.045703,96,0,1,1,0,1,0
C12270,11.77382039,-1.487358277,11.77382039,0.36481198,0.338752058,304.255,288.127,304.0906655,118,0,0,1,0,0,1
C12354,11.78858789,-0.820245042,11.78858789,0.256827963,0.262403378,453.445,432.277,453.0855429,167,0,1,0,1,0,0
C12424,13.08662454,-1.668566062,13.08662454,0.033289872,0.466260943,412.394,392.234,412.1158176,156,1,1,0,0,0,0
C12428,13.39296132,-1.337663796,13.39296132,0.01219561,0.289463911,499.516,470.284,499.1842315,192,1,1,0,0,0,0
C12448,11.50175926,-0.517453704,11.50175926,0.177037037,0.604029999,199.25,182.114,199.1208434,80,1,1,1,0,0,0
C12483,10.86875,0.14537037,10.86875,0.14537037,0.615735045,126.16,122.128,126.0013597,41,1,1,0,0,0,0
C13433,10.25352838,-0.293932387,10.25352838,0.096914799,0.194034968,600.884,544.436,600.4178603,240,1,0,0,0,1,0
C13747,11.51314815,-0.447962963,11.51314815,0.329259259,0.562472236,180.167,172.103,180.0647255,68,1,1,0,0,0,0
C14098,2.203703704,1.317685185,2.203703704,1.317685185,0.529725659,142.201,132.121,142.0782503,54,1,0,0,1,0,0
C14155,10.08826906,-0.125625296,10.08826906,0.125625296,0.414838147,410.642,368.306,410.3184806,166,0,1,0,0,1,0
C14156,9.801232021,-0.118125296,9.801232021,0.118125296,0.428601787,396.615,356.295,396.3028305,160,0,1,0,0,1,0
C14519,9.94600907,0.35717876,9.94600907,0.35717876,0.436399244,218.255,208.175,218.0731649,80,1,1,0,0,0,0
C14786,5.417453704,0.371481482,5.417453704,0.371481482,0.508126978,144.173,136.109,144.0575149,54,0,1,1,0,0,0
C14787,5.417453704,0.371481482,5.417453704,0.371481482,0.508126978,144.173,136.109,144.0575149,54,0,1,1,0,0,0
C14800,10.72401927,-0.355277778,10.72401927,0.050833333,0.385689207,189.17,182.114,189.0425931,70,0,1,1,0,0,0
C14839,5.155,0.383680556,5.155,0.383680556,0.506559483,173.009,167.969,171.9523769,42,0,1,1,0,0,0
C14840,5.188078704,0.361111111,5.188078704,0.361111111,0.506559483,173.009,167.969,171.9523769,42,0,1,1,0,0,0
C14852,10.31264204,-0.859335895,10.31264204,0.80637141,0.479548025,286.33,272.218,286.0993797,106,1,1,0,0,0,0
C15488,10.35416667,-0.861111111,10.35416667,0.208333333,0.395135333,62.043,59.019,62.01679294,24,1,1,0,0,0,0
C15525,11.92250394,-0.682810374,11.92250394,0.284907407,0.335183004,288.255,276.159,288.0633881,108,1,1,0,0,0,0
C15567,12.43969152,-1.332089947,12.43969152,0.035339421,0.736192093,272.256,260.16,272.0684735,102,0,1,0,1,0,0
C15571,8.669259259,-0.076388889,8.669259259,0.076388889,0.490727669,110.112,104.064,110.0367794,42,1,1,0,0,0,0
C15584,8.632222222,0.321759259,8.632222222,0.321759259,0.514729545,94.113,88.065,94.04186481,36,1,1,1,0,0,0
C15586,9.912131047,-1.143967309,9.912131047,0.364741591,0.591789652,252.23,240.134,252.0858549,96,0,1,1,0,0,0
C15603,8.645555556,0.169259259,8.645555556,0.169259259,0.490727669,110.112,104.064,110.0367794,42,1,1,0,0,0,0
C15613,13.05740929,-5.603832628,13.05740929,0.008136133,0.050183369,1200.186,1119.546,1199.439169,448,1,0,0,0,1,0
C15614,13.10782595,-5.616357058,13.10782595,0.019787313,0.049951877,1216.185,1135.545,1215.434083,454,1,0,0,1,0,0
C15650,10.92297682,-4.663426665,10.92297682,0.060038423,0.477772346,242.189,231.101,242.0013957,82,0,0,1,0,1,0
C15652,11.11368301,-1.604377503,11.11368301,0.088909132,0.114512757,614.65,568.282,614.3122855,246,0,1,0,0,1,0
C15772,12.09279628,-1.691191526,12.09279628,0.121437652,0.39061426,343.288,326.152,343.0903311,132,1,0,1,0,0,0
C15809,9.125,-1.203703704,9.125,0.333333333,0.419172482,73.051,70.027,73.01637834,28,1,1,0,0,0,0
C15882,10.13667958,0.226313043,10.13667958,0.226313043,0.242373559,402.663,356.295,402.3497807,166,0,1,0,0,1,0
C15892,9.817835716,-0.572913123,9.817835716,0.572913123,0.131422554,556.919,496.439,556.4644165,226,1,1,0,0,0,0
C15900,5.451598868,-0.118052012,5.451598868,0.118052012,0.117975149,568.93,508.45,568.4644165,230,1,0,0,1,0,0
C15930,10.09087065,-2.197962963,10.09087065,0.842692744,0.268053512,196.155,184.059,196.0583027,78,1,0,0,1,0,0
C15973,10.90226277,0.038401467,10.90226277,0.038401467,0.429767754,206.356,190.228,206.0673311,71,1,1,0,0,0,0
C15980,12.65239014,-5.563416546,12.65239014,0.017296871,0.057529764,851.659,807.307,851.1727238,306,1,1,0,0,0,0
C16074,8.269688209,0.514722222,8.269688209,0.514722222,0.549376121,117.151,110.095,117.0578492,44,1,0,1,1,0,0
C16075,8.097015306,0.691805556,8.097015306,0.691805556,0.373319981,135.166,126.094,135.0684139,52,1,0,0,1,0,0
C16162,12.7374796,-5.577326479,12.7374796,0.031588082,0.028075643,1027.962,963.45,1027.329224,378,1,0,1,0,0,0
C16169,12.74889124,-5.58406463,12.74889124,0.01786153,0.02535938,1078.022,1011.494,1077.344875,396,0,1,1,0,0,0
C16179,12.74622536,-5.577893119,12.74622536,0.032053983,0.025184102,1056.016,987.472,1055.360525,390,1,0,1,0,0,0
C16180,12.74706605,-5.577001456,12.74706605,0.032663925,0.024139037,1058.032,987.472,1057.376175,392,1,0,1,0,0,0
C16219,11.50731808,0.050483193,11.50731808,0.050483193,0.252969327,313.527,280.263,313.2201263,123,1,1,0,0,0,0
C16220,11.22158687,-0.383464584,11.22158687,0.091594304,0.357922768,315.543,280.263,315.2357764,125,0,1,0,1,0,0
C16221,11.08436465,0.172566526,11.08436465,0.172566526,0.245548835,297.528,264.264,297.2252117,117,1,1,0,0,0,0
C16235,10.42953704,-1.067453704,10.42953704,0.050925926,0.557879711,153.137,146.081,153.0425931,58,1,0,0,0,1,0
C16240,4.75,0.25,4.75,0.25,0.371489842,16.023,14.007,16.01872406,7,0,1,0,0,0,1
C16257,12.6913913,-5.586274176,12.6913913,0.0238722,0.043849908,915.702,871.35,915.1676385,328,0,1,0,1,0,0
C16329,12.74999635,-5.596022836,12.74999635,0.0234104,0.030473661,1059.96,995.448,1059.319054,390,1,0,0,1,0,0
C16331,12.73952087,-5.583976165,12.73952087,0.013707518,0.03358253,1015.907,955.427,1015.292839,372,1,1,0,0,0,0
C16333,12.74220511,-5.596500595,12.74220511,0.019533153,0.032812193,1031.906,971.426,1031.287754,378,1,0,0,1,0,0
C16335,12.73105431,-5.584752372,12.73105431,0.015802863,0.036836623,987.853,931.405,987.2615388,360,1,1,0,0,0,0
C16337,12.73373855,-5.597276803,12.73373855,0.01341367,0.035312084,1003.852,947.404,1003.256453,366,1,0,0,1,0,0
C16339,12.72190385,-5.585973016,12.72190385,0.002854627,0.040249862,959.799,907.383,959.2302387,348,0,1,1,0,0,0
C16353,11.14509259,-0.535925926,11.14509259,0.311342593,0.523395386,166.14,160.092,166.0490754,62,1,1,0,0,0,0
C16375,12.75938799,-5.596242811,12.75938799,0.024232585,0.024928188,1122.075,1051.515,1121.371089,414,1,0,0,1,0,0
C16388,12.76006298,-5.59553132,12.76006298,0.024737763,0.02403853,1124.091,1051.515,1123.386739,416,1,0,0,1,0,0
C16396,10.42064815,-0.497962963,10.42064815,0.034722222,0.371168789,167.168,158.096,167.0694765,64,1,1,0,0,0,0
C16488,11.47213795,-1.777701273,11.47213795,0.206984757,0.183144556,308.331,284.139,308.1583511,124,0,1,0,0,1,0
C16502,10.41364584,-0.854852109,10.41364584,0.825679406,0.522060169,236.355,212.163,236.17763,96,1,1,0,0,0,0
C16520,11.12948215,0.218553904,11.12948215,0.218553904,0.302591835,269.474,240.242,269.1939115,105,0,1,1,0,0,0
C16530,12.74807462,-5.575925609,12.74807462,0.033375415,0.023152364,1060.048,987.472,1059.391825,394,1,0,1,0,0,0
C16567,12.25275251,-1.231034488,12.25275251,0.022247436,0.026814432,737.903,686.495,737.3200308,280,1,0,1,0,0,0
C16641,13.58117294,-1.863973748,13.58117294,0.095133029,0.355955569,586.689,548.385,586.2791349,226,1,0,1,0,0,0
C16675,11.38925926,-0.26,11.38925926,0.099927249,0.462740546,179.183,170.111,179.0807099,68,1,1,0,0,0,0
C16826,11.2380483,-5.066255336,11.2380483,0.261032629,0.352516921,382.33,354.106,382.1310265,140,0,1,0,1,0,0
C17207,10.60274379,-1.909054049,10.60274379,0.741217665,0.153588561,504.438,472.182,504.1690349,200,0,1,1,0,0,0
C17324,13.03850129,-5.188744253,13.03850129,0.015926719,0.084587546,737.398,707.158,737.0747836,264,0,1,1,0,0,0
C17325,12.92606786,-5.212161846,12.92606786,0.180278571,0.08256137,713.372,683.132,713.0635503,256,0,1,1,0,0,0
C17691,10.93233796,-2.045902778,10.93233796,0.566574074,0.297840661,192.167,180.071,192.0633881,76,0,1,0,0,1,0
C17712,11.09979412,-1.620906428,11.09979412,0.064217774,0.114375085,615.634,570.274,615.2963011,246,0,1,0,0,1,0
C18012,11.3737963,-0.795555556,11.3737963,0.196759259,0.586205012,206.153,200.105,206.0215233,76,1,1,0,0,0,0
C18021,13.99292742,-1.191290035,13.99292742,0.077153615,0.16302973,592.696,556.408,592.2685703,226,1,0,1,0,0,0
C18026,12.65549104,-5.590965407,12.65549104,0.018578453,0.03760578,881.641,839.305,881.146903,316,1,0,0,1,1,0
C18054,10.75350403,-1.31293698,10.75350403,0.036399282,0.454103698,225.2,214.112,225.0637225,86,1,1,1,0,0,0
C18125,11.23961451,-4.515563665,11.23961451,0.350225051,0.369149221,286.153,273.049,286.0327926,105,0,1,1,0,0,0
C18157,13.74353312,-1.233460683,13.74353312,0.039433667,0.551635589,556.949,524.693,556.2324826,204,0,1,0,1,0,0
C18160,13.76290155,-1.2527512,13.76290155,0.020134304,0.587909892,530.867,504.659,530.180447,192,0,1,0,1,0,0
C18161,13.82983828,-1.274140089,13.82983828,0.015504674,0.575375754,544.894,516.67,544.1960971,198,1,1,0,0,0,0
C18218,10.30546794,-0.667603144,10.30546794,0.329644097,0.430717369,272.429,240.173,272.2351449,114,1,1,0,0,0,0
C18634,13.61776815,-1.690395277,13.61776815,0.038232483,0.333088824,569.607,534.327,569.2260963,220,0,1,1,0,0,0
C18796,8.770833333,-1.111111111,8.770833333,0.489583333,0.49087185,99.133,90.061,99.06841391,40,0,1,0,1,0,0
C19418,10.36517694,-0.66767007,10.36517694,0.32546254,0.328644632,298.467,264.195,298.2507949,124,1,0,1,0,0,0
C19574,10.05396703,-0.515044407,10.05396703,0.515044407,0.569335883,209.249,194.129,209.1164267,82,1,1,0,0,0,0
C19586,12.38741733,-0.591589191,12.38741733,0.075894931,0.578673583,328.276,316.18,328.0583027,122,0,1,1,0,0,0
C19700,13.23320389,-1.659406757,13.23320389,0.133317403,0.182613226,556.358,537.206,555.0600053,194,0,1,0,1,0,0
C19725,12.65175416,-5.79393731,12.65175416,0.699711945,0.10094659,662.391,634.167,662.0873833,242,0,1,0,0,1,0
C19760,11.2380483,-5.066255336,11.2380483,0.261032629,0.352516921,382.33,354.106,382.1310265,140,0,1,0,1,0,0
C19791,10.9372508,-4.943799118,10.9372508,0.74848538,0.222631896,348.197,331.061,348.0457626,130,0,1,1,0,0,0
C19792,10.62436658,-1.697962963,10.62436658,0.651121268,0.294435139,268.218,252.09,268.0794321,106,0,1,1,0,0,0
C19795,9.81616766,-0.574726358,9.81616766,0.574726358,0.139965578,554.903,496.439,554.4487665,224,1,1,0,0,0,0
C19822,10.53063964,-0.529907407,10.53063964,0.145277778,0.514778178,144.126,136.062,144.0422587,56,0,0,0,1,1,0
C19823,12.39040841,-5.564634825,12.39040841,0.732058765,0.138088602,589.34,564.14,589.071005,214,1,1,0,0,1,0
C19829,11.63929423,-0.55990415,11.63929423,0.026678719,0.439892327,444.744,392.328,444.3967309,184,1,0,0,1,0,0
C20246,10.61484221,-4.486606141,10.61484221,0.28590262,0.63823947,267.199,257.119,266.9966447,90,0,1,0,0,1,0
C20265,12.93082309,-1.004835194,12.93082309,0.061529195,0.583576259,324.42,300.228,324.1725446,126,1,0,0,1,0,0
C20353,10.00273313,-1.606534392,10.00273313,0.180868764,0.248973163,324.33,300.138,324.1532657,130,1,1,0,0,0,0
C20357,12.58336726,-5.568214542,12.58336726,0.554689671,0.116186324,632.409,602.169,632.1132041,232,0,1,1,0,0,0
C20394,12.67498613,-5.583587746,12.67498613,0.023739015,0.05133172,887.648,847.328,887.1363383,316,1,1,0,0,0,0
C20396,9.326388889,-3.638888889,9.326388889,0.854166667,0.4101498,96.022,90.982,95.99763065,32,1,1,0,0,0,0
C20432,4.109792108,0.084377575,4.109792108,0.084377575,0.235424351,410.73,360.33,410.3912516,170,1,1,0,0,0,0
C20506,12.91695637,-0.89132989,12.91695637,0.035548564,0.396167767,402.355,384.211,402.0950822,152,1,0,1,0,0,0
C20649,13.9048025,-5.303949946,13.9048025,0.008346543,0.054439673,906.578,865.25,906.1486768,330,1,1,0,0,0,0
C20680,10.42133409,-1.667416856,10.42133409,0.697361111,0.353193589,178.14,168.06,178.047738,70,1,0,0,1,0,0
C20683,10.47726852,0.291342593,10.47726852,0.291342593,0.501877022,88.131,84.099,87.99828575,28,1,0,1,0,0,0
C20715,11.75972007,-0.739487483,11.75972007,0.050286045,0.419619934,460.743,408.327,460.3916455,190,1,1,0,0,0,0
C20749,12.68028127,-5.568350524,12.68028127,0.02280613,0.037257655,895.736,845.336,895.2221995,324,1,1,0,0,0,0
C20768,12.41283614,-5.534967402,12.41283614,0.73820389,0.128607469,591.356,564.14,591.086655,216,1,0,0,0,1,0
C20829,10.47856907,-4.409852608,10.47856907,0.977175926,0.317145228,244.221,232.125,244.0252883,90,1,0,0,0,1,0
C20861,9.942733135,-1.739073654,9.942733135,0.667366518,0.243258468,342.297,320.121,342.1162115,136,0,0,1,0,1,0
C20864,12.8440604,-5.847079461,12.8440604,0.542179012,0.06453268,763.234,735.01,762.9607745,263,0,1,1,0,0,0
C20876,12.64169603,-5.558122239,12.64169603,0.032943702,0.05395374,822.597,783.285,822.1335987,293,1,1,0,0,0,0
C20878,12.64438027,-5.570646669,12.64438027,0.027246035,0.04762862,838.596,799.284,838.1285133,299,1,0,0,1,0,0
C20904,9.474537037,-1.157407407,9.474537037,0.324074074,0.445714061,87.078,82.038,87.0320284,34,0,0,1,1,0,0
C20905,9.705787037,-1.122685185,9.705787037,0.236111111,0.497351664,101.105,94.049,101.0476785,40,0,0,1,1,0,0
C20908,11.74965775,-5.119687658,11.74965775,0.610847663,0.190902557,459.382,438.214,459.0682754,172,0,1,0,1,0,0
C20918,10.78532266,-1.395763889,10.78532266,0.089583333,0.38250414,188.183,176.087,188.0797069,74,0,1,0,0,0,1
C20954,10.25298044,-4.460354427,10.25298044,0.087325838,0.555468162,206.09,199.034,205.9980246,72,0,1,0,1,0,0
C21022,11.05095042,-0.811307555,11.05095042,0.004817711,0.3148783,324.485,290.213,324.2538689,133,1,1,0,0,0,0
C21028,10.6325463,-0.390648148,10.6325463,0.094722222,0.46007899,128.131,120.067,128.0585775,50,1,0,1,0,0,0
C21057,8.87662037,-1.413194444,8.87662037,0.15337963,0.304250321,150.13,140.05,150.0528234,60,1,1,0,0,1,0
C21072,12.73027855,-5.573902956,12.73027855,0.032822436,0.028473792,1003.94,939.428,1003.329224,370,1,1,0,0,0,0
C21097,3.777777778,0.444444444,3.777777778,0.444444444,0.367117523,33.075,32.067,32.97989603,7,0,1,0,0,0,1
C21175,12.69297455,-5.58991821,12.69297455,0.021458507,0.035013218,931.701,887.349,931.1625531,334,1,1,0,0,0,0
C21284,11.85659406,-0.943351561,11.85659406,0.085919847,0.240244189,708.549,672.261,708.1882516,256,1,0,0,1,0,0
C21351,12.0802039,-5.44742423,12.0802039,0.157180043,0.187591005,532.288,510.112,532.0495413,192,0,1,0,1,0,0
C21427,13.90242201,-1.242781671,13.90242201,0.039015714,0.510145889,570.976,536.704,570.2481326,210,0,1,0,1,0,0
C21428,13.94874433,-1.248000721,13.94874433,0.038543163,0.459204623,585.003,548.715,584.2637827,216,0,1,0,1,0,0
C21442,11.0832146,-0.985943405,11.0832146,0.181252835,0.644787269,224.219,216.155,224.0585775,82,1,1,0,0,0,0
C21509,11.84344377,-0.941409763,11.84344377,0.06018613,0.682268198,266.317,246.157,266.1392331,105,1,0,1,0,0,0
C21590,12.14594991,-0.914048564,12.14594991,0.0184879,0.533042846,443.452,418.252,443.1580168,170,0,1,1,0,0,0
C21629,12.17677291,-1.260824138,12.17677291,0.066631935,0.138051554,531.542,500.294,531.2091036,205,1,1,0,0,0,0
C21645,10.08324074,-0.784722222,10.08324074,0.157592593,0.467826313,88.062,84.03,88.01604399,34,1,0,0,0,0,1
C21672,11.57638369,-1.067302322,11.57638369,0.087604167,0.504277004,230.22,216.108,230.0902715,90,1,1,0,0,0,0
C21738,10.40788265,-0.649768519,10.40788265,0.198639928,0.80775218,242.274,228.162,242.0942943,92,1,0,0,1,0,0
C21750,13.26223907,-5.302766256,13.26223907,0.255458829,0.346475626,406.152,393.048,405.9978607,142,1,1,0,0,0,0
C21913,12.69060832,-5.58078755,12.69060832,0.025876968,0.046832483,915.702,871.35,915.1676385,328,1,1,0,0,0,0
C21982,14.63025112,-5.680449975,14.63025112,0.111473265,0.011656795,1644.142,1482.862,1643.083627,660,0,1,1,0,0,0
C22006,10.50139393,-1.343327664,10.50139393,0.124351852,0.703442436,205.213,194.125,205.0738932,78,1,1,0,0,0,0
C22038,10.29362355,-1.500978836,10.29362355,0.107962963,0.515666542,198.174,188.094,198.0528234,76,1,1,0,0,0,0
C22157,4.75,0.25,4.75,0.25,0.371489842,16.023,14.007,16.01872406,7,0,1,0,0,0,1
C22158,4.75,0.25,4.75,0.25,0.371489842,16.023,14.007,16.01872406,7,0,1,0,0,0,1
C22169,13.51685941,-0.727746362,13.51685941,0.138810469,0.536654203,405.458,382.274,405.1800896,154,1,1,0,0,0,0
C22180,13.60614734,-2.044177542,13.60614734,0.2766036,0.060281612,831.693,794.397,831.1970406,316,0,1,1,0,0,0
C22181,13.77422115,-2.149645262,13.77422115,0.322612538,0.051118883,993.834,946.458,993.249864,380,0,1,1,0,0,0
C22220,10.46541667,-2.866319444,10.46541667,1.121666667,0.337360698,164.113,156.049,164.032088,64,0,1,0,1,0,0
